latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,
37.785587,-122.40964,18,-28800,America/Los_Angeles,PST,,,,,
,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h)
1332662400,61,12.2,5.7,8.9,6.2,44530.06,3.8,3.8,0,10
1332748800,3,13.4,5.4,9.7,5.9,44677.77,0,0,0,0
1332835200,63,13,9.7,11.3,6.9,44825.25,21.3,21.3,0,21
1332921600,51,15.9,10.3,12.7,11.6,44972.43,0.7,0.7,0,5
1333008000,3,15.4,9.9,12.2,10.6,45119.18,0,0,0,0
1333094400,51,15.5,11.4,13.1,11.2,45265.44,0.1,0.1,0,1
1333180800,63,13.4,8.7,11.5,7.2,45411.09,11.3,11.3,0,16
1333267200,53,13.5,7.3,10.3,5.7,45556.03,0.7,0.7,0,2
1333353600,3,15.3,6,10.6,8.3,45700.17,0,0,0,0
1333440000,51,14.6,7.6,11.1,8.8,45843.41,0.2,0.2,0,1
1333526400,0,12.9,6.6,9.5,5.3,45985.64,0,0,0,0
1333612800,0,12.1,5.2,8.3,3.6,46127.28,0,0,0,0
1333699200,3,13.4,3.6,8.6,6,46269.15,0,0,0,0
1333785600,3,15.8,5.6,10.1,8.3,46411.19,0,0,0,0
1333872000,3,15.9,5.2,10,8.4,46553.3,0,0,0,0
1333958400,3,17,7.7,11.5,9.6,46695.39,0,0,0,0
1334044800,61,13,10.3,11.5,10.2,46837.39,11.8,11.8,0,22
1334131200,53,13.9,9,11.5,8.7,46979.18,4.6,4.6,0,18
1334217600,61,14.7,10.3,11.8,8.1,47120.67,14,14,0,16
1334304000,61,12.2,8.5,10.3,6,47261.76,4.8,4.8,0,8
1334390400,1,15.4,6.9,10.8,7.3,47402.37,0,0,0,0
1334476800,3,14.6,8.5,11.1,9.4,47542.37,0,0,0,0
1334563200,3,14.6,7.4,11.2,9.4,47681.68,0,0,0,0
1334649600,3,15.4,8,11.8,10.1,47820.18,0,0,0,0
1334736000,53,16.4,8.7,12.4,10.2,47957.78,0.7,0.7,0,2
1334822400,3,19.1,11.1,14.8,14,48094.36,0,0,0,0
1334908800,2,23.7,11.1,17.3,17.8,48229.81,0,0,0,0
1334995200,0,25.1,11.6,17.5,18.1,48364.02,0,0,0,0
1335081600,3,20.4,10.8,14.6,14.1,48496.88,0,0,0,0
1335168000,3,16.9,11.4,13.9,11.7,48628.27,0,0,0,0
1335254400,3,19.4,12.6,15.1,14.4,48758.07,0,0,0,0
1335340800,53,19.3,12,14.7,14,48886.65,0.9,0.9,0,3
1335427200,53,14.6,10.3,13,9.8,49014.81,1.5,1.5,0,6
1335513600,3,18.4,8.4,13.1,9.8,49142.49,0,0,0,0
1335600000,0,19.8,10.3,14.7,12,49269.57,0,0,0,0
1335686400,3,21.5,9.8,15.2,14.3,49395.96,0,0,0,0
1335772800,3,20.6,10.8,14.8,12.5,49521.56,0,0,0,0
1335859200,3,17.5,9.1,12.6,8.7,49646.25,0,0,0,0
1335945600,3,14.9,7.9,11.1,7.3,49769.93,0,0,0,0
1336032000,51,15.1,9.4,12.2,9.7,49892.48,0.4,0.4,0,4
1336118400,2,16.6,9.5,12.6,9.1,50013.8,0,0,0,0
1336204800,0,22.2,7.6,15.2,12.1,50133.78,0,0,0,0
1336291200,0,24.6,10.8,17.4,15,50252.28,0,0,0,0
1336377600,0,25.1,11.1,17.6,16.2,50369.2,0,0,0,0
1336464000,2,22.5,10.1,15.8,14.9,50484.4,0,0,0,0
1336550400,2,19.8,10.4,14.4,12.6,50597.78,0,0,0,0
1336636800,2,22.6,9,15.6,13.9,50709.2,0,0,0,0
1336723200,3,24,9.5,16,15.1,50818.52,0,0,0,0
1336809600,3,21.3,9.1,14.5,13.1,50925.63,0,0,0,0
1336896000,3,15.7,8.8,12,9.7,51030.39,0,0,0,0
1336982400,3,16.7,11.2,13.9,11.9,51132.65,0,0,0,0
1337068800,3,16.7,9.4,12.4,10,51232.74,0,0,0,0
1337155200,3,16.3,9.9,12.4,10.2,51331.34,0,0,0,0
1337241600,3,17.8,10.6,13,9.5,51428.35,0,0,0,0
1337328000,2,20.1,8.8,14.1,11.8,51523.71,0,0,0,0
1337414400,1,20.4,8.7,14.7,12.7,51617.3,0,0,0,0
1337500800,3,22.1,10.4,15.5,13.4,51709.03,0,0,0,0
1337587200,3,16.5,10.3,13.4,11,51798.8,0,0,0,0
1337673600,3,18.7,12,15,11.9,51886.52,0,0,0,0
1337760000,2,20,10.9,14.9,10.7,51972.07,0,0,0,0
1337846400,0,19,9.8,13.7,8.8,52055.35,0,0,0,0
1337932800,1,16.6,8.7,12.6,8.4,52136.27,0,0,0,0
1338019200,3,15.8,9.4,12.1,9.1,52214.71,0,0,0,0
1338105600,3,15.4,9.2,12,9.2,52290.57,0,0,0,0
1338192000,2,15.6,9.7,12.3,9.3,52363.75,0,0,0,0
1338278400,3,17.8,8.8,12.9,10.7,52434.14,0,0,0,0
1338364800,3,20.1,9.7,14.4,12.7,52501.62,0,0,0,0
1338451200,3,22,9.9,15.5,14.5,52566.1,0,0,0,0
1338537600,2,22.5,11.8,16.2,14.8,52627.47,0,0,0,0
1338624000,3,18.5,11.4,14.6,11.5,52685.61,0,0,0,0
1338710400,3,18.4,10.6,14.1,11.8,52740.41,0,0,0,0
1338796800,53,15.6,10.9,13.3,10.5,52792.03,1.8,1.8,0,6
1338883200,3,17.1,9.3,13.3,9.5,52840.84,0,0,0,0
1338969600,1,19.2,9.5,14.2,11,52886.82,0,0,0,0
1339056000,1,19.3,10.6,14.8,12,52929.92,0,0,0,0
1339142400,1,19.8,10.7,14.7,10.5,52970.11,0,0,0,0
1339228800,0,22.7,9.8,16.9,12.8,53007.36,0,0,0,0
1339315200,0,26.7,13.2,20.3,17.7,53041.61,0,0,0,0
1339401600,0,26.3,11.5,18.6,17.5,53072.85,0,0,0,0
1339488000,2,25.2,11.8,16.8,14.7,53101.02,0,0,0,0
1339574400,3,21.3,11.4,15.6,13.7,53126.11,0,0,0,0
1339660800,2,22.4,11.5,16.2,13.9,53148.08,0,0,0,0
1339747200,1,23.7,10.9,17,15.5,53166.89,0,0,0,0
1339833600,3,27.6,12.5,19.4,18.9,53182.52,0,0,0,0
1339920000,2,22.5,12,17.1,15.7,53194.94,0,0,0,0
1340006400,3,18.2,11.3,14,12,53204.11,0,0,0,0
1340092800,2,22.6,10.8,16.4,15.3,53210.02,0,0,0,0
1340179200,1,24.2,11.5,17.1,16.2,53212.64,0,0,0,0
1340265600,3,15.2,10.9,12.7,9.4,53211.95,0,0,0,0
1340352000,3,17.1,11.1,13.9,11.8,53207.92,0,0,0,0
1340438400,3,17.6,10.9,14.1,11.7,53200.54,0,0,0,0
1340524800,0,18,9.7,14,12,53189.73,0,0,0,0
1340611200,1,18.7,10,14.6,13,53175.41,0,0,0,0
1340697600,1,21.7,10.8,15.9,13.8,53157.64,0,0,0,0
1340784000,1,22.5,11.1,16.1,14.7,53136.46,0,0,0,0
1340870400,2,21,12.2,16,14.2,53111.95,0,0,0,0
1340956800,3,18.4,12.5,15.1,13.6,53084.16,0,0,0,0
1341043200,3,20.2,13.7,16.4,15.5,53053.15,0,0,0,0
1341129600,3,19,13.7,15.9,14.5,53018.98,0,0,0,0
1341216000,3,20.4,12.9,16,14.2,52981.72,0,0,0,0
1341302400,1,22.8,11.7,16.5,14.9,52941.43,0,0,0,0
1341388800,2,20.7,11.9,15.6,14.3,52898.17,0,0,0,0
1341475200,3,17.8,11.7,14.2,12,52852.02,0,0,0,0
1341561600,3,20.5,11.2,15.2,13.9,52803.04,0,0,0,0
1341648000,3,22.3,11.8,15.9,14.9,52751.29,0,0,0,0
1341734400,3,18.8,11.8,14.6,13.1,52696.83,0,0,0,0
1341820800,3,19.1,11.6,14.8,13.3,52639.75,0,0,0,0
1341907200,3,23.5,11.3,16.3,15.7,52580.11,0,0,0,0
1341993600,3,22.9,11.8,16.3,15.8,52517.97,0,0,0,0
1342080000,3,21.7,11.9,15.9,14.9,52453.4,0,0,0,0
1342166400,3,16.2,11.5,13.6,11.2,52386.47,0,0,0,0
1342252800,3,19.5,11.8,14.4,13.1,52316.92,0,0,0,0
1342339200,3,20.7,11.7,15.1,13.9,52244.25,0,0,0,0
1342425600,3,17,12.1,14.1,11.8,52168.56,0,0,0,0
1342512000,3,18.6,12.8,15,13.5,52089.98,0,0,0,0
1342598400,2,19.9,12,14.9,13.9,52008.64,0,0,0,0
1342684800,3,19.6,12,15.3,14.1,51924.66,0,0,0,0
1342771200,2,24.5,12.8,17.7,16.8,51838.16,0,0,0,0
1342857600,2,26.8,13.4,18.9,18.5,51749.25,0,0,0,0
1342944000,3,22,12.8,16.5,15.7,51658.06,0,0,0,0
1343030400,3,20.7,12.4,15.9,14.7,51564.71,0,0,0,0
1343116800,3,20.2,12,15.2,14.4,51469.29,0,0,0,0
1343203200,3,19.5,11.6,14.5,13.5,51371.95,0,0,0,0
1343289600,3,18.9,11.7,14.4,12.9,51272.77,0,0,0,0
1343376000,3,19.5,12.2,14.9,13.6,51171.89,0,0,0,0
1343462400,3,21,12.6,16,14.3,51069.4,0,0,0,0
1343548800,3,20.6,12.2,15.7,14.3,50965.41,0,0,0,0
1343635200,3,25,12.1,17.9,17.3,50860.03,0,0,0,0
1343721600,2,22.1,12.8,16.5,15.7,50753.36,0,0,0,0
1343808000,3,21.3,12.2,15.7,15,50645.51,0,0,0,0
1343894400,3,21,12,15.5,14.7,50536.57,0,0,0,0
1343980800,3,19.2,12.1,14.7,13.6,50426.19,0,0,0,0
1344067200,3,17.7,12.3,14.8,13.4,50313.64,0,0,0,0
1344153600,3,19.9,12.8,15.6,14.5,50199.04,0,0,0,0
1344240000,3,21.5,12.5,16.1,14.9,50082.51,0,0,0,0
1344326400,3,21.2,12.4,16.1,14.5,49964.18,0,0,0,0
1344412800,2,25.2,12.1,17.7,16.9,49844.17,0,0,0,0
1344499200,3,25.9,12.7,18.2,17.8,49722.61,0,0,0,0
1344585600,2,23.9,13.3,17.6,17,49599.61,0,0,0,0
1344672000,3,23.6,11.9,16.4,16,49475.29,0,0,0,0
1344758400,3,21.3,11.9,15.5,14.7,49349.76,0,0,0,0
1344844800,3,22.4,11.8,16,15.3,49223.14,0,0,0,0
1344931200,3,21.5,12.9,16.4,15.7,49095.54,0,0,0,0
1345017600,3,20.2,12.3,15.3,14.3,48967.06,0,0,0,0
1345104000,3,20.8,12.2,15.6,14.3,48837.81,0,0,0,0
1345190400,3,20.2,12.3,15.5,14.2,48707.9,0,0,0,0
1345276800,2,21.6,13,16.3,14.7,48577.42,0,0,0,0
1345363200,3,20,12.3,15.4,13.8,48446.48,0,0,0,0
1345449600,3,19.8,12,15.2,13.9,48315.17,0,0,0,0
1345536000,3,19.6,12.4,15.2,13.8,48183.6,0,0,0,0
1345622400,3,18.8,12.4,14.7,13.7,48051.84,0,0,0,0
1345708800,3,20.1,12.5,15.1,14.2,47919.54,0,0,0,0
1345795200,3,20.5,11.7,14.8,14.1,47785.88,0,0,0,0
1345881600,3,18,11.7,14,12.4,47650.98,0,0,0,0
1345968000,3,18.2,11.9,14.5,12.4,47514.93,0,0,0,0
1346054400,3,23.6,11.6,16.8,16.4,47377.85,0,0,0,0
1346140800,1,25.4,11.9,18.1,16.9,47239.83,0,0,0,0
1346227200,1,26.3,10.7,17.7,17.1,47100.96,0,0,0,0
1346313600,3,20,12.1,15.2,14.2,46961.36,0,0,0,0
1346400000,3,17.6,12.5,14.2,12,46821.11,0,0,0,0
1346486400,3,18.9,11.9,14.3,13,46680.32,0,0,0,0
1346572800,3,22.4,11.4,15.9,15.6,46539.07,0,0,0,0
1346659200,3,24.3,11.2,16.5,16.2,46397.45,0,0,0,0
1346745600,3,20.3,11.3,14.7,13.9,46255.57,0,0,0,0
1346832000,3,19.7,10.8,14.1,12.8,46113.5,0,0,0,0
1346918400,3,19.3,11.2,14.1,12.6,45971.32,0,0,0,0
1347004800,1,20.1,11,14.5,12.8,45829.16,0,0,0,0
1347091200,3,18.9,12.3,14.5,12.5,45687.06,0,0,0,0
1347177600,1,20.3,11.8,15.3,13.1,45545.12,0,0,0,0
1347264000,3,23.5,11.9,16.1,15.4,45403.44,0,0,0,0
1347350400,3,21.7,12.1,15.5,14.9,45262.09,0,0,0,0
1347436800,3,21,11.5,15.1,14.3,45120.68,0,0,0,0
1347523200,3,21.3,11,15.1,14,44978.41,0,0,0,0
1347609600,3,18.7,11.7,14.1,12.5,44835.35,0,0,0,0
1347696000,3,19.9,11.4,14.5,13.2,44691.61,0,0,0,0
1347782400,3,19.2,11.2,14,13,44547.27,0,0,0,0
1347868800,3,17.6,10.2,13.1,11.5,44402.43,0,0,0,0
1347955200,3,18.4,10.9,13.6,11.6,44257.17,0,0,0,0
1348041600,3,18.1,11.4,13.8,11.5,44111.59,0,0,0,0
1348128000,3,18.3,10.7,13.8,11.8,43965.77,0,0,0,0
1348214400,3,20.9,10.9,15.2,13.8,43819.81,0,0,0,0
1348300800,1,24.5,10,16.1,15.4,43673.79,0,0,0,0
1348387200,3,21.6,11.5,15.6,14.8,43527.8,0,0,0,0
1348473600,3,22.6,11.9,15.7,15.1,43381.93,0,0,0,0
1348560000,3,20.5,11.7,15.3,14.7,43236.26,0,0,0,0
1348646400,3,19.4,11.6,14.2,13.4,43090.89,0,0,0,0
1348732800,3,22.6,9.9,14.9,14.1,42945.9,0,0,0,0
1348819200,3,17.5,10.9,13.7,12.5,42801.39,0,0,0,0
1348905600,3,21.3,11.1,14.8,14.1,42657.44,0,0,0,0
1348992000,3,27.3,12.1,17.5,17.6,42514.14,0,0,0,0
1349078400,3,30.1,12.7,20.2,20,42371.59,0,0,0,0
1349164800,1,31.6,14.4,21.9,21.8,42229.36,0,0,0,0
1349251200,1,25.3,13.4,18.3,18,42086.59,0,0,0,0
1349337600,3,18.9,13,14.9,13.7,41943.37,0,0,0,0
1349424000,3,19.5,13.1,15.7,15.3,41799.79,0,0,0,0
1349510400,3,19.1,13,15.7,15.1,41655.95,0,0,0,0
1349596800,3,19,10.3,14.1,13,41511.96,0,0,0,0
1349683200,3,18.9,10.2,14.3,13.5,41367.91,0,0,0,0
1349769600,3,19.2,11.8,14.9,14.3,41223.9,0,0,0,0
1349856000,53,19.2,11.2,14.3,13.2,41080.05,2,2,0,3
1349942400,51,14.9,11.1,13.1,11.3,40936.45,0.6,0.6,0,2
1350028800,3,16.4,12.7,14.2,13.4,40793.2,0,0,0,0
1350115200,3,20.2,11.2,15,14.4,40650.41,0,0,0,0
1350201600,3,20,12.1,15.2,15,40508.19,0,0,0,0
1350288000,3,22,13.4,16.9,16.6,40366.65,0,0,0,0
1350374400,2,23.5,15.3,18.7,18.3,40225.89,0,0,0,0
1350460800,3,26.5,13.1,18.4,17.7,40086.04,0,0,0,0
1350547200,3,28.3,13,19.3,17.8,39947.2,0,0,0,0
1350633600,3,19.5,13.4,17,17.2,39809.48,0,0,0,0
1350720000,3,20,12,14.9,12.6,39673.01,0,0,0,0
1350806400,61,16,10.1,13,9.7,39537.9,2.3,2.3,0,3
1350892800,61,15.6,12.1,13.6,10.7,39403.71,9.2,9.2,0,17
1350979200,51,15.7,10.7,12.9,11,39269.47,0.2,0.2,0,2
1351065600,55,16.4,11.9,13.6,12.3,39135.3,2.9,2.9,0,7
1351152000,51,18.5,11.6,14.7,12.7,39001.3,0.8,0.8,0,3
1351238400,3,19.4,10.4,14.6,13.2,38867.6,0,0,0,0
1351324800,3,21.8,11.9,16,15.9,38734.32,0,0,0,0
1351411200,3,22.1,12.1,15.7,15.6,38601.58,0,0,0,0
1351497600,3,18.7,12.8,14.8,14.4,38469.52,0,0,0,0
1351584000,3,17.8,12.1,14.1,13.7,38338.25,0,0,0,0
1351670400,63,16.9,13.5,15,13.4,38207.91,9.8,9.8,0,7
1351756800,53,17.7,12.3,14.9,14.7,38078.64,0.8,0.8,0,3
1351843200,3,16.7,11.3,13.2,12.7,37950.57,0,0,0,0
1351929600,3,20.5,11.2,15,14.2,37823.84,0,0,0,0
1352016000,3,22.9,13,17,16.9,37698.59,0,0,0,0
1352102400,2,24.8,11.7,17.4,16.5,37574.96,0,0,0,0
1352188800,3,23.5,11,16.3,15.6,37453.11,0,0,0,0
1352275200,3,15.9,11.9,13.4,12.2,37333.16,0,0,0,0
1352361600,53,14.6,9.3,11.4,7.6,37215.3,2.2,2.2,0,8
1352448000,51,12.7,6.7,9.7,6.5,37099.66,0.7,0.7,0,4
1352534400,51,13.8,7.8,10.3,6.9,36986.4,0.1,0.1,0,1
1352620800,3,14,7.4,10.3,8.5,36875.1,0,0,0,0
1352707200,3,15.6,5.7,10.4,8,36764.79,0,0,0,0
1352793600,3,18.5,5.9,11.8,9,36655.57,0,0,0,0
1352880000,3,19.8,7.6,12.8,10.1,36547.59,0,0,0,0
1352966400,51,19.1,6.1,12.5,10.4,36440.97,0.6,0.6,0,2
1353052800,63,17,11.6,14.1,12.5,36335.83,18.4,18.4,0,18
1353139200,63,15.6,13.2,14.4,12.5,36232.32,31.1,31.1,0,17
1353225600,51,15,8.4,12.3,10.8,36130.58,0.3,0.3,0,1
1353312000,3,17.2,11.1,13.9,11.7,36030.73,0,0,0,0
1353398400,61,17.6,13.6,15,12.9,35932.93,4.2,4.2,0,10
1353484800,55,16.3,9.7,14.1,12.9,35837.32,3.8,3.8,0,7
1353571200,3,16.3,8,11.6,10.4,35744.04,0,0,0,0
1353657600,3,17.1,6.5,11.3,9.6,35653.24,0,0,0,0
1353744000,2,17.2,5.4,10.9,9.2,35565.07,0,0,0,0
1353830400,3,15.7,9.1,11.5,10.6,35479.69,0,0,0,0
1353916800,3,15.1,8.2,10.9,9.7,35397.23,0,0,0,0
1354003200,51,14.8,9,11.6,9.8,35317.86,0.1,0.1,0,1
1354089600,63,15.4,10.3,13.1,10.1,35241.73,18,18,0,10
1354176000,61,16.1,13,14.6,11.5,35169,11.9,11.9,0,9
1354262400,63,15.8,13.8,14.8,12.3,35099.82,38,38,0,21
1354348800,61,16.9,13.7,14.8,12.5,35033.92,12.8,12.8,0,18
1354435200,63,15.4,9.5,13.8,11,34970.62,23.4,23.4,0,12
1354521600,3,14.2,7.9,11.1,9.8,34909.98,0,0,0,0
1354608000,61,15.1,9.9,12.5,10.6,34852.07,5.3,5.3,0,8
1354694400,55,16.3,13.9,14.8,14.5,34796.97,6.8,6.8,0,17
1354780800,3,13.9,10,12.3,10.8,34744.76,0,0,0,0
1354867200,3,13.8,7,9.7,8.6,34695.51,0,0,0,0
1354953600,3,13.4,7.1,9.9,8.3,34649.3,0,0,0,0
1355040000,3,16.7,9.7,12.5,11.7,34606.21,0,0,0,0
1355126400,0,17.3,8.5,12.4,10.8,34566.29,0,0,0,0
1355212800,53,11.8,6.8,9.6,8,34529.65,1.4,1.4,0,2
1355299200,53,11.5,7.3,9.8,6.8,34496.34,1.5,1.5,0,4
1355385600,1,11,3.8,7.7,5,34466.43,0,0,0,0
1355472000,51,10.8,6.3,8.8,6.7,34440,0.3,0.3,0,3
1355558400,53,10.6,3.4,7.6,4.6,34417.12,3.2,3.2,0,9
1355644800,51,12.8,7.9,10.3,7.8,34397.85,1.4,1.4,0,8
1355731200,53,13.7,8.3,12,9.1,34382.26,3.2,3.2,0,10
1355817600,1,10.3,5,7.6,2.1,34370.43,0,0,0,0
1355904000,2,10.5,2.4,6.2,2.7,34362.39,0,0,0,0
1355990400,3,12.7,4.3,8.7,4,34358.24,0,0,0,0
1356076800,61,12.7,10.1,11.2,7.3,34357.98,21.5,21.5,0,18
1356163200,61,12.8,9.1,11,7.3,34361.54,16.9,16.9,0,17
1356249600,63,12.8,8.8,11.3,7.9,34368.89,33.6,33.6,0,17
1356336000,3,12.3,5.7,9.1,6.8,34379.96,0,0,0,0
1356422400,63,11.1,5.9,8.9,5.7,34394.71,20.9,20.9,0,12
1356508800,53,12,7.9,9.6,5.1,34413.09,3.5,3.5,0,8
1356595200,3,11.8,5.4,8.2,5.5,34435.04,0,0,0,0
1356681600,61,10.5,4.7,7.3,4.4,34460.5,5.3,5.3,0,8
1356768000,61,12.1,4.4,7.8,4.5,34489.41,6.6,6.6,0,5
1356854400,3,11.4,3.1,7.2,4.8,34521.72,0,0,0,0
1356940800,3,10,2.6,6.9,4,34557.37,0,0,0,0
